Match_No,Match,Team,Batsman,Out,Runs,Balls,4s,6s,Strike_Rate
1,GT vs CSK,CSK,Conway,Yes,1,6,0,0,16.67
1,GT vs CSK,CSK,Ruturaj Gaikwad,Yes,92,50,4,9,184
1,GT vs CSK,CSK,Moeen,Yes,23,17,4,1,135.29
1,GT vs CSK,CSK,Stokes,Yes,7,6,1,0,116.67
1,GT vs CSK,CSK,Rayudu,Yes,12,12,0,1,100
1,GT vs CSK,CSK,Shivam Dube,Yes,19,18,0,1,105.56
1,GT vs CSK,CSK,Ravindra Jadeja,Yes,1,2,0,0,50
1,GT vs CSK,CSK,Dhoni (c & wk),No,14,7,1,1,200
1,GT vs CSK,CSK,Santner,No,1,3,0,0,33.33
1,GT vs CSK,GT,Wriddhiman Saha (wk),Yes,25,16,2,2,156.25
1,GT vs CSK,GT,Shubman Gill,Yes,63,36,6,3,175
1,GT vs CSK,GT,Sai Sudharsan,Yes,22,17,3,0,129.41
1,GT vs CSK,GT,Hardik Pandya (c),Yes,8,11,0,0,72.73
1,GT vs CSK,GT,Vijay Shankar,Yes,27,21,2,1,128.57
1,GT vs CSK,GT,Rahul Tewatia,No,15,14,1,1,107.14
1,GT vs CSK,GT,Rashid Khan,No,10,3,1,1,333.33
2,PK vs KKR,PK,Prabhsimran,Yes,23,12,2,2,191.67
2,PK vs KKR,PK,Dhawan (c),Yes,40,29,6,0,137.93
2,PK vs KKR,PK,B Rajapaksa,Yes,50,32,5,2,156.25
2,PK vs KKR,PK,Jitesh Sharma (wk),Yes,21,11,1,2,190.91
2,PK vs KKR,PK,Raza,Yes,16,13,1,1,123.08
2,PK vs KKR,PK,Sam Curran,No,26,17,0,2,152.94
2,PK vs KKR,PK,Shahrukh Khan,No,11,7,2,0,157.14
2,PK vs KKR,KKR,Mandeep Singh,Yes,2,4,0,0,50
2,PK vs KKR,KKR,Rahmanullah Gurbaz (wk),Yes,22,16,3,1,137.5
2,PK vs KKR,KKR,Anukul Roy,Yes,4,5,1,0,80
2,PK vs KKR,KKR,Venkatesh Iyer,Yes,34,28,3,1,121.43
2,PK vs KKR,KKR,Nitish Rana (c),Yes,24,17,3,1,141.18
2,PK vs KKR,KKR,Rinku Singh,Yes,4,4,0,0,100
2,PK vs KKR,KKR,Andre Russell,Yes,35,19,3,2,184.21
2,PK vs KKR,KKR,Shardul Thakur,No,8,3,0,1,266.67
2,PK vs KKR,KKR,Sunil Narine,No,7,2,0,1,350
3,LSG VS DC,LSG,Rahul (c),Yes,8,12,0,1,66.67
3,LSG VS DC,LSG,K Mayers,Yes,73,38,2,7,192.11
3,LSG VS DC,LSG,Deepak Hooda,Yes,17,18,0,0,94.44
3,LSG VS DC,LSG,Krunal Pandya,No,15,13,0,1,115.38
3,LSG VS DC,LSG,Stoinis,Yes,12,10,0,1,120
3,LSG VS DC,LSG,Pooran (wk),Yes,36,21,2,3,171.43
3,LSG VS DC,LSG,Ayush Badoni,Yes,18,7,1,2,257.14
3,LSG VS DC,LSG,K Gowtham,No,6,1,0,1,600
3,LSG VS DC,DC,Prithvi Shaw,Yes,12,9,2,0,133.33
3,LSG VS DC,DC,David Warner (c),Yes,56,48,7,0,116.67
3,LSG VS DC,DC,Mitchell Marsh,Yes,0,1,0,0,0
3,LSG VS DC,DC,Sarfaraz Khan (wk),Yes,4,9,1,0,44.44
3,LSG VS DC,DC,Rilee Rossouw,Yes,30,20,3,1,150
3,LSG VS DC,DC,Rovman Powell,Yes,1,3,0,0,33.33
3,LSG VS DC,DC,Aman Hakim Khan,Yes,4,5,0,0,80
3,LSG VS DC,DC,Axar Patel,Yes,16,11,1,1,145.45
3,LSG VS DC,DC,Kuldeep Yadav,No,6,10,0,0,60
3,LSG VS DC,DC,Chetan Sakariya,Yes,4,4,1,0,100
3,LSG VS DC,DC,Mukesh Kumar,No,0,1,0,0,0
4,SRH VS RR,RR,Yashasvi Jaiswal,Yes,54,37,9,0,145.95
4,SRH VS RR,RR,Jos Buttler,Yes,54,22,7,3,245.45
4,SRH VS RR,RR,Samson (c & wk),Yes,55,32,3,4,171.88
4,SRH VS RR,RR,Padikkal,Yes,2,5,0,0,40
4,SRH VS RR,RR,Riyan Parag,Yes,7,6,1,0,116.67
4,SRH VS RR,RR,Hetmyer,No,22,16,1,1,137.5
4,SRH VS RR,RR,Ashwin,No,1,2,0,0,50
4,SRH VS RR,SRH,Abhishek Sharma,Yes,0,3,0,0,0
4,SRH VS RR,SRH,Mayank Agarwal,Yes,27,23,3,0,117.39
4,SRH VS RR,SRH,Rahul Tripathi,Yes,0,2,0,0,0
4,SRH VS RR,SRH,Harry Brook,Yes,13,21,1,0,61.9
4,SRH VS RR,SRH,Washington Sundar,Yes,1,5,0,0,20
4,SRH VS RR,SRH,Glenn Phillips (wk),Yes,8,6,0,1,133.33
4,SRH VS RR,SRH,Abdul Samad,No,32,32,2,1,100
4,SRH VS RR,SRH,Adil Rashid,Yes,18,13,1,1,138.46
4,SRH VS RR,SRH,Bhuvneshwar Kumar (c),Yes,6,10,0,0,60
4,SRH VS RR,SRH,Umran Malik,No,19,8,1,2,237.5
5,RCB VS MI,MI,Rohit (c),Yes,1,10,0,0,10
5,RCB VS MI,MI,Ishan Kishan (wk),Yes,10,13,2,0,76.92
5,RCB VS MI,MI,Green,Yes,5,4,1,0,125
5,RCB VS MI,MI,Suryakumar Yadav,Yes,15,16,1,0,93.75
5,RCB VS MI,MI,Tilak Varma,No,84,46,9,4,182.61
5,RCB VS MI,MI,Nehal Wadhera,Yes,21,13,1,2,161.54
5,RCB VS MI,MI,Tim David,Yes,4,7,0,0,57.14
5,RCB VS MI,MI,Hrithik Shokeen,Yes,5,3,1,0,166.67
5,RCB VS MI,MI,Arshad Khan,No,15,9,0,1,166.67
5,RCB VS MI,RCB,Virat Kohli,No,82,49,6,5,167.35
5,RCB VS MI,RCB,Faf du Plessis (c),Yes,73,43,5,6,169.77
5,RCB VS MI,RCB,Dinesh Karthik (wk),Yes,0,3,0,0,0
5,RCB VS MI,RCB,Glenn Maxwell,No,12,3,0,2,400
6,CSK VS LSG,CSK,Ruturaj Gaikwad,Yes,57,31,3,4,183.87
6,CSK VS LSG,CSK,Conway,Yes,47,29,5,2,162.07
6,CSK VS LSG,CSK,Shivam Dube,Yes,27,16,1,3,168.75
6,CSK VS LSG,CSK,Moeen,Yes,19,13,3,0,146.15
6,CSK VS LSG,CSK,Stokes,Yes,8,8,1,0,100
6,CSK VS LSG,CSK,Rayudu,No,27,14,2,2,192.86
6,CSK VS LSG,CSK,Ravindra Jadeja,Yes,3,6,0,0,50
6,CSK VS LSG,CSK,Dhoni (c & wk),Yes,12,3,0,2,400
6,CSK VS LSG,CSK,Santner,No,1,1,0,0,100
6,CSK VS LSG,LSG,KL Rahul (c),Yes,20,18,2,0,111.11
6,CSK VS LSG,LSG,Kyle Mayers,Yes,53,22,8,2,240.91
6,CSK VS LSG,LSG,Deepak Hooda,Yes,2,6,0,0,33.33
6,CSK VS LSG,LSG,Krunal Pandya,Yes,9,9,0,1,100
6,CSK VS LSG,LSG,Marcus Stoinis,Yes,21,18,0,1,116.67
6,CSK VS LSG,LSG,Nicholas Pooran (wk),Yes,32,18,2,3,177.78
6,CSK VS LSG,LSG,Ayush Badoni,Yes,23,18,0,0,127.78
6,CSK VS LSG,LSG,Krishnappa Gowtham,No,17,11,0,1,154.55
6,CSK VS LSG,LSG,Mark Wood,No,10,3,1,1,333.33
7,DC VS GT,DC,Warner (c),Yes,37,32,7,0,115.62
7,DC VS GT,DC,Prithvi Shaw,Yes,7,5,1,0,140
7,DC VS GT,DC,Mitchell Marsh,Yes,4,4,1,0,100
7,DC VS GT,DC,Sarfaraz Khan,Yes,30,34,2,0,88.24
7,DC VS GT,DC,Rossouw,Yes,0,1,0,0,0
7,DC VS GT,DC,Abishek Porel (wk),Yes,20,11,0,2,181.82
7,DC VS GT,DC,Axar,Yes,36,22,2,3,163.64
7,DC VS GT,DC,Aman Hakim Khan,Yes,8,8,0,1,100
7,DC VS GT,DC,Kuldeep Yadav,No,1,1,0,0,100
7,DC VS GT,DC,Nortje,No,4,2,1,0,200
7,DC VS GT,GT,Wriddhiman Saha (wk),Yes,14,7,2,1,200
7,DC VS GT,GT,Shubman Gill,Yes,14,13,3,0,107.69
7,DC VS GT,GT,Sai Sudharsan,No,62,48,4,2,129.17
7,DC VS GT,GT,Hardik Pandya (c),Yes,5,4,1,0,125
7,DC VS GT,GT,Vijay Shankar,Yes,29,23,3,0,126.09
7,DC VS GT,GT,David Miller,No,31,16,2,2,193.75
8,RR VS PK,PK,Prabhsimran,Yes,60,34,7,3,176.47
8,RR VS PK,PK,Dhawan (c),No,86,56,9,3,153.57
8,RR VS PK,PK,B Rajapaksa,Yes,1,1,0,0,100
8,RR VS PK,PK,Jitesh Sharma (wk),Yes,27,16,2,1,168.75
8,RR VS PK,PK,Raza,Yes,1,2,0,0,50
8,RR VS PK,PK,Shahrukh Khan,Yes,11,10,1,0,110
8,RR VS PK,PK,Sam Curran,No,1,2,0,0,50
8,RR VS PK,RR,Yashasvi Jaiswal,Yes,11,8,1,1,137.5
8,RR VS PK,RR,Ravichandran Ashwin,Yes,0,4,0,0,0
8,RR VS PK,RR,Jos Buttler,Yes,19,11,1,1,172.73
8,RR VS PK,RR,Sanju Samson (c & wk),Yes,42,25,5,1,168
8,RR VS PK,RR,Devdutt Padikkal,Yes,21,26,1,0,80.77
8,RR VS PK,RR,Riyan Parag,Yes,20,12,1,2,166.67
8,RR VS PK,RR,Shimron Hetmyer,Yes,36,18,1,3,200
8,RR VS PK,RR,Dhruv Jurel,No,32,15,3,2,213.33
8,RR VS PK,RR,Jason Holder,No,1,1,0,0,100
9,KKR VS RCB,KKR,Gurbaz (wk),Yes,57,44,6,3,129.55
9,KKR VS RCB,KKR,Venkatesh Iyer,Yes,3,7,0,0,42.86
9,KKR VS RCB,KKR,Mandeep,Yes,0,1,0,0,0
9,KKR VS RCB,KKR,Nitish Rana (c),Yes,1,5,0,0,20
9,KKR VS RCB,KKR,Rinku Singh,Yes,46,33,2,3,139.39
9,KKR VS RCB,KKR,Russell,Yes,0,1,0,0,0
9,KKR VS RCB,KKR,Thakur,Yes,68,29,9,3,234.48
9,KKR VS RCB,KKR,Narine,No,0,1,0,0,0
9,KKR VS RCB,KKR,Umesh,No,6,2,1,0,300
9,KKR VS RCB,RCB,Virat Kohli,Yes,21,18,3,0,116.67
9,KKR VS RCB,RCB,Faf du Plessis (c),Yes,23,12,2,2,191.67
9,KKR VS RCB,RCB,Michael Bracewell,Yes,19,18,1,1,105.56
9,KKR VS RCB,RCB,Glenn Maxwell,Yes,5,7,1,0,71.43
9,KKR VS RCB,RCB,Harshal Patel,Yes,0,2,0,0,0
9,KKR VS RCB,RCB,Shahbaz Ahmed,Yes,1,5,0,0,20
9,KKR VS RCB,RCB,Dinesh Karthik (wk),Yes,9,8,1,0,112.5
9,KKR VS RCB,RCB,Anuj Rawat,Yes,1,5,0,0,20
9,KKR VS RCB,RCB,David Willey,No,20,20,2,0,100
9,KKR VS RCB,RCB,Karn Sharma,Yes,1,3,0,0,33.33
9,KKR VS RCB,RCB,Akash Deep,Yes,17,8,2,1,212.5
10,LSG VS SRH,SRH,Anmolpreet Singh (wk),Yes,31,26,3,1,119.23
10,LSG VS SRH,SRH,Mayank Agarwal,Yes,8,7,1,0,114.29
10,LSG VS SRH,SRH,Tripathi,Yes,35,41,4,0,85.37
10,LSG VS SRH,SRH,Markram (c),Yes,0,1,0,0,0
10,LSG VS SRH,SRH,Harry Brook,Yes,3,4,0,0,75
10,LSG VS SRH,SRH,Washington Sundar,Yes,16,28,0,0,57.14
10,LSG VS SRH,SRH,Abdul Samad,No,21,10,1,2,210
10,LSG VS SRH,SRH,Adil Rashid,Yes,4,3,1,0,133.33
10,LSG VS SRH,SRH,Umran Malik,Yes,0,0,0,0,0
10,LSG VS SRH,SRH,Bhuvneshwar,No,0,0,0,0,0
10,LSG VS SRH,LSG,Kyle Mayers,Yes,13,14,2,0,92.86
10,LSG VS SRH,LSG,KL Rahul (c),Yes,35,31,4,0,112.9
10,LSG VS SRH,LSG,Deepak Hooda,Yes,7,8,0,1,87.5
10,LSG VS SRH,LSG,Krunal Pandya,Yes,34,23,4,1,147.83
10,LSG VS SRH,LSG,Marcus Stoinis,No,10,13,2,0,76.92
10,LSG VS SRH,LSG,Romario Shepherd,Yes,0,1,0,0,0
10,LSG VS SRH,LSG,Nicholas Pooran (wk),No,11,6,1,1,183.33
11,RR VS GT,RR,Yashasvi Jaiswal,Yes,60,31,11,1,193.55
11,RR VS GT,RR,Jos Buttler,Yes,79,51,11,1,154.9
11,RR VS GT,RR,Samson (c & wk),Yes,0,4,0,0,0
11,RR VS GT,RR,Riyan Parag,Yes,7,11,0,0,63.64
11,RR VS GT,RR,Hetmyer,No,39,21,1,4,185.71
11,RR VS GT,RR,Dhruv Jurel,No,8,3,0,1,266.67
11,RR VS GT,GT,Prithvi Shaw,Yes,0,3,0,0,0
11,RR VS GT,GT,David Warner (c),Yes,65,55,7,0,118.18
11,RR VS GT,GT,Manish Pandey,Yes,0,1,0,0,0
11,RR VS GT,GT,Rilee Rossouw,Yes,14,12,2,0,116.67
11,RR VS GT,GT,Lalit Yadav,Yes,38,24,5,0,158.33
11,RR VS GT,GT,Axar Patel,Yes,2,6,0,0,33.33
11,RR VS GT,GT,Rovman Powell,Yes,2,2,0,0,100
11,RR VS GT,GT,Abishek Porel (wk),Yes,7,9,1,0,77.78
11,RR VS GT,GT,Kuldeep Yadav,No,3,7,0,0,42.86
11,RR VS GT,GT,Anrich Nortje,Yes,0,1,0,0,0
11,RR VS GT,GT,Mukesh Kumar,No,1,1,0,0,100
12,MI VS CSK,MI,Rohit (c),Yes,21,13,3,1,161.54
12,MI VS CSK,MI,Ishan Kishan (wk),Yes,32,21,5,0,152.38
12,MI VS CSK,MI,Green,Yes,12,11,1,0,109.09
12,MI VS CSK,MI,Suryakumar Yadav,Yes,1,2,0,0,50
12,MI VS CSK,MI,Tilak Varma,Yes,22,18,2,1,122.22
12,MI VS CSK,MI,Arshad Khan,Yes,2,4,0,0,50
12,MI VS CSK,MI,Tim David,Yes,31,22,1,2,140.91
12,MI VS CSK,MI,Tristan Stubbs,Yes,5,10,0,0,50
12,MI VS CSK,MI,Hrithik Shokeen,No,18,13,3,0,138.46
12,MI VS CSK,MI,Chawla,No,5,6,0,0,83.33
12,MI VS CSK,CSK,Devon Conway,Yes,0,4,0,0,0
12,MI VS CSK,CSK,Ruturaj Gaikwad,No,40,36,2,1,111.11
12,MI VS CSK,CSK,Ajinkya Rahane,Yes,61,27,7,3,225.93
12,MI VS CSK,CSK,Shivam Dube,Yes,28,26,2,1,107.69
12,MI VS CSK,CSK,Ambati Rayudu,No,20,16,3,0,125
13,GT VS KKR,GT,W Saha (wk),Yes,17,17,3,0,100
13,GT VS KKR,GT,Shubman Gill,Yes,39,31,5,0,125.81
13,GT VS KKR,GT,Sai Sudharsan,Yes,53,38,3,2,139.47
13,GT VS KKR,GT,Abhinav Manohar,Yes,14,8,3,0,175
13,GT VS KKR,GT,Vijay Shankar,No,63,24,4,5,262.5
13,GT VS KKR,GT,Miller,No,2,3,0,0,66.67
13,GT VS KKR,KKR,Rahmanullah Gurbaz (wk),Yes,15,12,1,1,125
13,GT VS KKR,KKR,N Jagadeesan,Yes,6,8,1,0,75
13,GT VS KKR,KKR,Venkatesh Iyer,Yes,83,40,8,5,207.5
13,GT VS KKR,KKR,Nitish Rana (c),Yes,45,29,4,3,155.17
13,GT VS KKR,KKR,Rinku Singh,No,48,21,1,6,228.57
13,GT VS KKR,KKR,Andre Russell,Yes,1,2,0,0,50
13,GT VS KKR,KKR,Sunil Narine,Yes,0,1,0,0,0
13,GT VS KKR,KKR,Shardul Thakur,Yes,0,1,0,0,0
13,GT VS KKR,KKR,Umesh Yadav,No,5,6,0,0,83.33
14,SRH VS PK,PK,Prabhsimran,Yes,0,1,0,0,0
14,SRH VS PK,PK,Dhawan (c),No,99,66,12,5,150
14,SRH VS PK,PK,Matthew Short,Yes,1,3,0,0,33.33
14,SRH VS PK,PK,Jitesh Sharma (wk),Yes,4,9,1,0,44.44
14,SRH VS PK,PK,Sam Curran,Yes,22,15,3,1,146.67
14,SRH VS PK,PK,Raza,Yes,5,6,0,0,83.33
14,SRH VS PK,PK,Shahrukh Khan,Yes,4,3,1,0,133.33
14,SRH VS PK,PK,Harpreet Brar,Yes,1,2,0,0,50
14,SRH VS PK,PK,Rahul Chahar,Yes,0,8,0,0,0
14,SRH VS PK,PK,Nathan Ellis,Yes,0,5,0,0,0
14,SRH VS PK,PK,Mohit Rathee,No,1,2,0,0,50
14,SRH VS PK,SRH,Harry Brook,Yes,13,14,3,0,92.86
14,SRH VS PK,SRH,Mayank Agarwal,Yes,21,20,3,0,105
14,SRH VS PK,SRH,Rahul Tripathi,No,74,48,10,3,154.17
14,SRH VS PK,SRH,Aiden Markram (c),No,37,21,6,0,176.19
15,RCB VS LSG,RCB,Kohli,Yes,61,44,4,4,138.64
15,RCB VS LSG,RCB,du Plessis (c),No,79,46,5,5,171.74
15,RCB VS LSG,RCB,Maxwell,Yes,59,29,3,6,203.45
15,RCB VS LSG,RCB,Karthik (wk),No,1,1,0,0,100
15,RCB VS LSG,LSG,Kyle Mayers,Yes,0,3,0,0,0
15,RCB VS LSG,LSG,KL Rahul (c),Yes,18,20,1,0,90
15,RCB VS LSG,LSG,Deepak Hooda,Yes,9,10,1,0,90
15,RCB VS LSG,LSG,Krunal Pandya,Yes,0,2,0,0,0
15,RCB VS LSG,LSG,Marcus Stoinis,Yes,65,30,6,5,216.67
15,RCB VS LSG,LSG,Nicholas Pooran (wk),Yes,62,19,4,7,326.32
15,RCB VS LSG,LSG,Ayush Badoni,Yes,30,24,4,0,125
15,RCB VS LSG,LSG,Jaydev Unadkat,Yes,9,7,1,0,128.57
15,RCB VS LSG,LSG,Mark Wood,Yes,1,2,0,0,50
15,RCB VS LSG,LSG,Ravi Bishnoi,No,3,2,0,0,150
15,RCB VS LSG,LSG,Avesh Khan,No,0,1,0,0,0
16,DC VS MI,DC,Warner (c),Yes,51,47,6,0,108.51
16,DC VS MI,DC,Prithvi Shaw,Yes,15,10,3,0,150
16,DC VS MI,DC,Manish Pandey,Yes,26,18,5,0,144.44
16,DC VS MI,DC,Yash Dhull,Yes,2,4,0,0,50
16,DC VS MI,DC,Rovman Powell,Yes,4,4,1,0,100
16,DC VS MI,DC,Lalit Yadav,Yes,2,4,0,0,50
16,DC VS MI,DC,Axar,Yes,54,25,4,5,216
16,DC VS MI,DC,Abishek Porel (wk),Yes,1,3,0,0,33.33
16,DC VS MI,DC,Kuldeep Yadav,Yes,0,1,0,0,0
16,DC VS MI,DC,Nortje,Yes,5,3,1,0,166.67
16,DC VS MI,DC,Mustafizur,No,1,1,0,0,100
16,DC VS MI,MI,Rohit Sharma (c),Yes,65,45,6,4,144.44
16,DC VS MI,MI,Ishan Kishan (wk),Yes,31,26,6,0,119.23
16,DC VS MI,MI,Tilak Varma,Yes,41,29,1,4,141.38
16,DC VS MI,MI,Suryakumar Yadav,Yes,0,1,0,0,0
16,DC VS MI,MI,Tim David,No,13,11,0,1,118.18
16,DC VS MI,MI,Cameron Green,No,17,8,1,1,212.5
17,CSK VS RR,RR,Yashasvi Jaiswal,Yes,10,8,2,0,125
17,CSK VS RR,RR,Jos Buttler,Yes,52,36,1,3,144.44
17,CSK VS RR,RR,Padikkal,Yes,38,26,5,0,146.15
17,CSK VS RR,RR,Samson (c & wk),Yes,0,2,0,0,0
17,CSK VS RR,RR,Ashwin,Yes,30,22,1,2,136.36
17,CSK VS RR,RR,Hetmyer,No,30,18,2,2,166.67
17,CSK VS RR,RR,Dhruv Jurel,Yes,4,6,0,0,66.67
17,CSK VS RR,RR,Holder,Yes,0,1,0,0,0
17,CSK VS RR,RR,Zampa,Yes,1,1,0,0,100
17,CSK VS RR,CSK,Ruturaj Gaikwad,Yes,8,10,1,0,80
17,CSK VS RR,CSK,Devon Conway,Yes,50,38,6,0,131.58
17,CSK VS RR,CSK,Ajinkya Rahane,Yes,31,19,2,1,163.16
17,CSK VS RR,CSK,Shivam Dube,Yes,8,9,1,0,88.89
17,CSK VS RR,CSK,Moeen Ali,Yes,7,10,0,0,70
17,CSK VS RR,CSK,Ambati Rayudu,Yes,1,2,0,0,50
17,CSK VS RR,CSK,Ravindra Jadeja,No,25,15,1,2,166.67
17,CSK VS RR,CSK,MS Dhoni (c & wk),No,32,17,1,3,188.24
18,PK VS GT,PK,Prabhsimran,Yes,0,2,0,0,0
18,PK VS GT,PK,Dhawan (c),Yes,8,8,2,0,100
18,PK VS GT,PK,Matthew Short,Yes,36,24,6,1,150
18,PK VS GT,PK,B Rajapaksa,Yes,20,26,1,0,76.92
18,PK VS GT,PK,Jitesh Sharma (wk),Yes,25,23,5,0,108.7
18,PK VS GT,PK,Sam Curran,Yes,22,22,1,1,100
18,PK VS GT,PK,Shahrukh Khan,Yes,22,9,1,2,244.44
18,PK VS GT,PK,Harpreet Brar,No,8,5,0,1,160
18,PK VS GT,PK,Rishi Dhawan,Yes,1,1,0,0,100
18,PK VS GT,GT,Wriddhiman Saha (wk),Yes,30,19,5,0,157.89
18,PK VS GT,GT,Shubman Gill,Yes,67,49,7,1,136.73
18,PK VS GT,GT,Sai Sudharsan,Yes,19,20,2,0,95
18,PK VS GT,GT,Hardik Pandya (c),Yes,8,11,1,0,72.73
18,PK VS GT,GT,David Miller,No,17,18,1,0,94.44
18,PK VS GT,GT,Rahul Tewatia,No,5,2,1,0,250
19,SRH vs KKR,SRH,Harry Brook,No,100,55,12,3,181.82
19,SRH vs KKR,SRH,Mayank Agarwal,Yes,9,13,0,0,69.23
19,SRH vs KKR,SRH,Tripathi,Yes,9,4,2,0,225
19,SRH vs KKR,SRH,Markram (c),Yes,50,26,2,5,192.31
19,SRH vs KKR,SRH,Abhishek Sharma,Yes,32,17,3,2,188.24
19,SRH vs KKR,SRH,Klaasen (wk),No,16,6,2,1,266.67
19,SRH vs KKR,KKR,Rahmanullah Gurbaz (wk),Yes,0,3,0,0,0
19,SRH vs KKR,KKR,N Jagadeesan,Yes,36,21,5,1,171.43
19,SRH vs KKR,KKR,Venkatesh Iyer,Yes,10,11,2,0,90.91
19,SRH vs KKR,KKR,Sunil Narine,Yes,0,1,0,0,0
19,SRH vs KKR,KKR,Nitish Rana (c),Yes,75,41,5,6,182.93
19,SRH vs KKR,KKR,Andre Russell,Yes,3,6,0,0,50
19,SRH vs KKR,KKR,Rinku Singh,No,58,31,4,4,187.1
19,SRH vs KKR,KKR,Shardul Thakur,Yes,12,7,2,0,171.43
20,RCB vs DC,RCB,Kohli,Yes,50,34,6,1,147.06
20,RCB vs DC,RCB,du Plessis (c),Yes,22,16,3,1,137.5
20,RCB vs DC,RCB,Lomror,Yes,26,18,0,2,144.44
20,RCB vs DC,RCB,Maxwell,Yes,24,14,0,3,171.43
20,RCB vs DC,RCB,Harshal Patel,Yes,6,4,0,1,150
20,RCB vs DC,RCB,Shahbaz Ahmed,No,20,12,3,0,166.67
20,RCB vs DC,RCB,Karthik (wk),Yes,0,1,0,0,0
20,RCB vs DC,RCB,Anuj Rawat,No,15,22,1,0,68.18
20,RCB vs DC,DC,David Warner (c),Yes,19,13,4,0,146.15
20,RCB vs DC,DC,Prithvi Shaw,Yes,0,2,0,0,0
20,RCB vs DC,DC,Mitchell Marsh,Yes,0,4,0,0,0
20,RCB vs DC,DC,Yash Dhull,Yes,1,4,0,0,25
20,RCB vs DC,DC,Manish Pandey,Yes,50,38,5,1,131.58
20,RCB vs DC,DC,Abishek Porel (wk),Yes,5,8,0,0,62.5
20,RCB vs DC,DC,Axar Patel,Yes,21,14,3,0,150
20,RCB vs DC,DC,Aman Hakim Khan,Yes,18,10,1,1,180
20,RCB vs DC,DC,Lalit Yadav,Yes,4,7,0,0,57.14
20,RCB vs DC,DC,Anrich Nortje,No,23,14,4,0,164.29
20,RCB vs DC,DC,Kuldeep Yadav,No,7,6,1,0,116.67
21,LSG vs PK,LSG,Rahul (c),Yes,74,56,8,1,132.14
21,LSG vs PK,LSG,K Mayers,Yes,29,23,1,3,126.09
21,LSG vs PK,LSG,Deepak Hooda,Yes,2,3,0,0,66.67
21,LSG vs PK,LSG,Krunal Pandya,Yes,18,17,2,0,105.88
21,LSG vs PK,LSG,Pooran (wk),Yes,0,1,0,0,0
21,LSG vs PK,LSG,Stoinis,Yes,15,11,0,2,136.36
21,LSG vs PK,LSG,Ayush Badoni,No,5,6,0,0,83.33
21,LSG vs PK,LSG,K Gowtham,Yes,1,2,0,0,50
21,LSG vs PK,LSG,Yudhvir Singh,Yes,0,1,0,0,0
21,LSG vs PK,LSG,Ravi Bishnoi,No,3,1,0,0,300
21,LSG vs PK,PK,Atharva Taide,Yes,0,3,0,0,0
21,LSG vs PK,PK,Prabhsimran Singh,Yes,4,4,1,0,100
21,LSG vs PK,PK,Matthew Short,Yes,34,22,5,1,154.55
21,LSG vs PK,PK,Harpreet Singh Bhatia,Yes,22,22,3,0,100
21,LSG vs PK,PK,Sikandar Raza,Yes,57,41,4,3,139.02
21,LSG vs PK,PK,Sam Curran (c),Yes,6,6,1,0,100
21,LSG vs PK,PK,Jitesh Sharma (wk),Yes,2,4,0,0,50
21,LSG vs PK,PK,Shahrukh Khan,No,23,10,1,2,230
21,LSG vs PK,PK,Harpreet Brar,Yes,6,4,1,0,150
21,LSG vs PK,PK,Kagiso Rabada,No,0,1,0,0,0
22,KKR vs MI,KKR,Gurbaz (wk),Yes,8,12,0,0,66.67
22,KKR vs MI,KKR,N Jagadeesan,Yes,0,5,0,0,0
22,KKR vs MI,KKR,Venkatesh Iyer,Yes,104,51,6,9,203.92
22,KKR vs MI,KKR,Nitish Rana (c),Yes,5,10,0,0,50
22,KKR vs MI,KKR,Thakur,Yes,13,11,1,0,118.18
22,KKR vs MI,KKR,Rinku Singh,Yes,18,18,2,0,100
22,KKR vs MI,KKR,Russell,No,21,11,3,1,190.91
22,KKR vs MI,KKR,Narine,No,2,2,0,0,100
22,KKR vs MI,MI,Rohit Sharma,Yes,20,13,1,2,153.85
22,KKR vs MI,MI,Ishan Kishan (wk),Yes,58,25,5,5,232
22,KKR vs MI,MI,Suryakumar Yadav (c),Yes,43,25,4,3,172
22,KKR vs MI,MI,Tilak Varma,Yes,30,25,3,1,120
22,KKR vs MI,MI,Tim David,No,24,13,1,2,184.62
22,KKR vs MI,MI,Nehal Wadhera,Yes,6,4,1,0,150
22,KKR vs MI,MI,Cameron Green,No,1,1,0,0,100
23,GT vs RR,GT,W Saha (wk),Yes,4,3,1,0,133.33
23,GT vs RR,GT,Shubman Gill,Yes,45,34,4,1,132.35
23,GT vs RR,GT,Sai Sudharsan,Yes,20,19,2,0,105.26
